PRACTICE_CODE,TOTAL,16OV,17OV,18OV,30_74,50OV,0_64,65OV,65OV%
J82061,11614,9378,9232,9083,6590,5024,9099,2515,0.216548993
J82062,15585,12286,12093,11928,8615,4793,13494,2091,0.134167469
J82063,8736,7060,6961,6875,4842,3056,7331,1405,0.160828755
J82064,13205,10958,10810,10689,7830,6233,10030,3175,0.240439228
J82066,22629,18156,17905,17667,12667,7840,19194,3435,0.151796367
J82067,18047,14729,14571,14394,10749,6450,15317,2730,0.15127168
J82069,43026,35325,34836,34317,25044,16265,35608,7418,0.172407382
J82071,10836,8547,8435,8323,6009,3282,9384,1452,0.133997785
J82072,11762,9478,9345,9209,6627,4950,9271,2491,0.21178371
J82073,9074,7397,7302,7186,5142,3383,7638,1436,0.158254353
J82074,14469,12029,11878,11747,8160,6696,10623,3846,0.265809662
J82075,6911,5923,5863,5799,4000,3746,4713,2198,0.318043698
J82076,15217,12400,12270,12135,8688,5612,12516,2701,0.17749885
J82077,13835,10849,10697,10545,7706,4073,12033,1802,0.130249368
J82079,7128,5706,5618,5545,4197,2757,5909,1219,0.171015713
J82080,19579,18830,18816,18798,3946,692,19323,256,0.013075234
J82081,24478,21410,21299,21187,11342,3950,23022,1456,0.059481984
J82082,12815,9706,9555,9417,6917,3414,11414,1401,0.10932501
J82083,35381,29022,28656,28320,20474,14832,28332,7049,0.199231226
J82084,4321,3676,3641,3600,2536,2080,3250,1071,0.247859292
J82085,15649,12286,12092,11908,8304,4738,13558,2091,0.133618762
J82087,7210,6028,5959,5872,4063,2707,5868,1342,0.186130374
J82088,13840,11256,11092,10933,8064,4648,11780,2060,0.148843931
J82089,16639,13447,13268,13103,9311,6613,13160,3479,0.209087085
J82090,13653,10906,10757,10633,7918,4391,11842,1811,0.13264484
J82092,8221,6533,6431,6342,4616,2687,6856,1365,0.166038195
J82094,19523,16217,16009,15808,11628,8862,15145,4378,0.224248322
J82098,20379,16843,16555,16243,11424,9017,15654,4725,0.231856323
J82099,14137,11127,10940,10794,7929,5179,11595,2542,0.179811841
J82101,19741,16242,16016,15778,11232,7875,16018,3723,0.18859227
J82102,18637,15230,15006,14797,10414,7836,14634,4003,0.214787788
J82103,12641,10221,10098,9984,7132,4828,10319,2322,0.183687999
J82104,12872,11056,10920,10800,7417,7132,8622,4250,0.330174021
J82106,6800,5478,5389,5322,3977,3035,5262,1538,0.226176471
J82110,14664,11852,11667,11471,8396,5642,11982,2682,0.18289689
J82112,24717,20664,20395,20141,14492,10780,19386,5331,0.215681515
J82114,9699,7796,7686,7565,5330,3345,8185,1514,0.156098567
J82115,5503,4588,4552,4516,3138,1347,4969,534,0.097037979
J82116,9650,7831,7697,7574,5642,4325,7467,2183,0.226217617
J82117,14124,11193,11023,10881,7890,4594,12216,1908,0.13508921
J82119,9458,7980,7882,7795,5577,4773,6952,2506,0.26496088
J82120,9495,7875,7758,7656,5556,3732,7575,1920,0.20221169
J82121,9737,7929,7826,7723,5641,4038,7728,2009,0.206326384
J82122,9825,8320,8227,8150,5652,3063,8444,1381,0.140559796
J82124,9657,8068,7940,7810,5547,4857,7048,2609,0.270166718
J82125,8853,7290,7189,7106,5178,3521,7295,1558,0.175985542
J82126,4739,3914,3871,3831,2669,1656,3839,900,0.189913484
J82128,8955,7326,7232,7133,5182,3244,7402,1553,0.173422669
J82129,7842,6751,6678,6602,4563,4333,5332,2510,0.32007141
J82130,24280,19632,19288,18941,12905,9113,19825,4455,0.183484349
J82131,12446,10592,10471,10355,7406,6675,8765,3681,0.295757673
J82132,13154,10918,10788,10656,7472,5695,10262,2892,0.219857078
J82133,5763,4649,4601,4547,3251,2386,4606,1157,0.200763491
J82134,27229,22422,22121,21860,15214,11389,21438,5791,0.21267766
J82135,13440,10858,10741,10588,7647,5309,10783,2657,0.197693452
J82136,9785,8195,8063,7954,5745,4427,7655,2130,0.217680123
J82138,17813,14539,14339,14150,10556,7595,14203,3610,0.202660978
J82139,15731,13579,13450,13338,8979,9072,10002,5729,0.364185366
J82142,9824,7966,7877,7797,5828,3463,8296,1528,0.155537459
J82143,16816,13700,13474,13272,9735,7273,13242,3574,0.21253568
J82144,26697,22140,21903,21663,15532,8846,22654,4043,0.151440237
J82145,18512,15627,15397,15219,10932,8987,13683,4829,0.260857822
J82146,5415,4712,4659,4612,3264,2947,3765,1650,0.304709141
J82147,8039,6610,6513,6452,4762,3633,6330,1709,0.21258863
J82149,13386,10666,10508,10370,7543,4369,11558,1828,0.136560586
J82150,11935,10116,9991,9858,6969,6379,8238,3697,0.309761207
J82151,4675,3976,3928,3888,2833,2524,3296,1379,0.294973262
J82152,8639,7243,7152,7056,4985,3720,6742,1897,0.2195856
J82154,15556,12863,12710,12537,8874,6878,12123,3433,0.220686552
J82155,43835,34792,34331,33789,24237,14708,37132,6703,0.152914338
J82156,7457,6494,6425,6375,4333,3716,5353,2104,0.282150999
J82157,15031,12453,12280,12117,8406,6380,11579,3452,0.229658705
J82161,10429,8859,8751,8665,6201,5075,7672,2757,0.264358999
J82163,16100,13538,13384,13224,9318,7515,12035,4065,0.252484472
J82164,11345,9238,9110,8964,6382,5026,8818,2527,0.222741296
J82166,10776,9697,9612,9511,6166,6798,6386,4390,0.407386785
J82169,7475,5917,5844,5772,4340,2466,6397,1078,0.144214047
J82174,13554,11309,11132,10984,8008,5964,10806,2748,0.202744577
J82177,4333,3466,3421,3386,2306,1281,3722,611,0.141010847
J82178,9846,8139,8037,7955,5593,3159,8297,1549,0.157322771
J82180,6086,4912,4853,4781,3476,2330,5028,1058,0.173841604
J82181,9328,7611,7518,7429,5262,3161,7923,1405,0.150621784
J82183,6219,5279,5228,5171,3660,2381,5064,1155,0.185721177
J82184,3332,2744,2707,2676,1969,1229,2862,470,0.141056423
J82188,4549,3669,3624,3586,2642,1421,3998,551,0.121125522
J82192,11244,8632,8476,8336,6318,3688,9717,1527,0.135805763
J82194,13199,10908,10756,10641,7725,5271,10782,2417,0.183119933
J82196,14656,11854,11691,11523,8081,5848,11723,2933,0.200122817
J82197,3688,3056,3017,2980,2142,1855,2774,914,0.247830803
J82198,3741,3050,3016,2991,1995,1269,3085,656,0.175354183
J82199,20431,20049,20022,19983,4054,558,20221,210,0.010278498
J82201,7674,6193,6109,6019,4413,3332,6006,1668,0.21735731
J82207,9455,8101,8031,7975,5513,2672,8248,1207,0.127657324
J82208,5672,4581,4517,4470,3231,1932,4779,893,0.157440056
J82210,9429,8269,8180,8096,5536,5427,6217,3212,0.340651183
J82213,5615,4386,4332,4264,3121,1600,4966,649,0.115583259
J82214,9179,7465,7391,7296,5433,3782,7335,1844,0.200893344
J82215,11958,9896,9751,9619,6797,5848,8619,3339,0.279227296
J82216,12124,10002,9869,9755,6847,5597,9017,3107,0.256268558
J82217,486,486,486,486,399,99,479,7,0.014403292
J82218,14511,11426,11268,11121,8496,4224,12905,1606,0.110674661
J82220,6967,5166,5070,4983,3943,1690,6447,520,0.074637577
J82605,4108,3693,3672,3660,1849,607,3831,277,0.067429406
J82622,27182,21601,21308,21030,15298,9187,23058,4124,0.151718049
J82625,4119,3470,3432,3401,2496,2064,3039,1080,0.262199563
J82628,5329,4130,4070,4011,2907,2037,4321,1008,0.189153687
J82630,5366,4086,4038,3995,2953,1305,4868,498,0.09280656
J82633,4349,3718,3661,3615,2675,2104,3318,1031,0.237065992
J82639,18007,14974,14790,14618,10793,8384,13626,4381,0.243294274
J82640,5674,4639,4575,4520,3285,2405,4522,1152,0.203031371
J82646,9306,7194,7082,6983,5040,3171,7964,1342,0.144208038
J82663,6829,6336,6315,6291,2002,710,6494,335,0.049055499
J82669,7286,5317,5229,5134,3670,2067,6391,895,0.12283832
J83001,13910,11731,11573,11439,8008,6442,10558,3352,0.240977714
J83002,27724,21693,21369,21075,15722,9365,23257,4467,0.161123936
J83003,12534,10421,10277,10129,7007,5767,9254,3280,0.261688208
J83004,6648,5597,5512,5441,3961,3502,4777,1871,0.281438026
J83005,10858,8575,8459,8332,5993,4114,8943,1915,0.176367655
J83006,10887,9053,8912,8797,6341,4930,8441,2446,0.224671627
J83007,15564,12663,12451,12254,8822,5859,12990,2574,0.16538165
J83008,18702,15236,15015,14808,10486,7243,14977,3725,0.199176559
J83009,13841,11383,11236,11100,7844,6179,10601,3240,0.234087132
J83010,11459,9262,9123,8993,6560,4930,8817,2642,0.230561131
J83011,14184,11876,11745,11632,7976,6769,10409,3775,0.266144952
J83013,7287,5996,5917,5856,4232,3470,5432,1855,0.25456292
J83014,14573,10950,10798,10642,7674,4887,12326,2247,0.154189254
J83016,30922,25173,24823,24494,17561,11982,25196,5726,0.185175603
J83018,17916,15168,14888,14665,10063,8749,13067,4849,0.270651931
J83019,11470,9751,9640,9551,6907,6174,8074,3396,0.296076722
J83021,23837,19064,18783,18535,13379,8948,19559,4278,0.179468893
J83022,8940,7301,7208,7118,5330,2965,7759,1181,0.132102908
J83023,7682,6117,6032,5959,4379,3371,6023,1659,0.215959386
J83024,8904,7026,6933,6816,4769,3206,7338,1566,0.175876011
J83025,5345,4374,4301,4233,3117,2003,4473,872,0.163143124
J83026,24048,20204,19969,19718,13866,11165,18128,5920,0.246174318
J83027,12549,10100,9966,9825,7174,4743,10334,2215,0.176508088
J83029,8228,6860,6774,6689,4619,3936,6127,2101,0.255347594
J83030,20228,16793,16486,16194,11534,9416,15038,5190,0.256575044
J83031,12152,9473,9361,9247,6706,4183,10202,1950,0.160467413
J83033,12642,10298,10187,10085,7180,3326,11298,1344,0.106312292
J83034,7317,6231,6117,5998,4046,3663,5303,2014,0.275249419
J83035,18109,13915,13641,13391,9883,5700,15830,2279,0.125849025
J83036,10701,8708,8600,8511,6515,4105,8993,1708,0.159611251
J83037,17269,14347,13970,13601,9437,8355,12865,4404,0.255023452
J83038,10526,8339,8210,8109,5610,3639,8944,1582,0.150294509
J83039,11360,9207,9121,9012,6366,4873,8865,2495,0.219630282
J83040,22610,18436,18164,17913,12832,9381,17933,4677,0.206855374
J83041,16100,13191,13015,12823,9347,7351,12344,3756,0.233291925
J83042,16492,13826,13636,13442,9343,7146,12895,3597,0.218105748
J83043,6942,5898,5829,5764,4035,3630,4929,2013,0.289974071
J83045,9238,7702,7605,7500,5431,4443,7059,2179,0.235873566
J83046,12519,10121,9976,9838,7131,5369,9851,2668,0.213116064
J83047,7655,6134,6049,5950,4352,2838,6269,1386,0.181058132
J83048,5933,4831,4762,4700,3389,2452,4743,1190,0.200573066
J83049,11583,9479,9372,9245,6641,4985,9175,2408,0.207890875
J83050,16880,13513,13248,12992,9680,6895,13764,3116,0.184597156
J83052,10132,7975,7871,7761,5718,3476,8667,1465,0.144591394
J83053,6804,5680,5626,5551,3892,3162,5142,1662,0.244268078
J83055,10143,8313,8192,8089,5987,4408,8010,2133,0.210292813
J83056,5733,4872,4793,4734,3514,2969,4303,1430,0.249433107
J83057,15412,12330,12165,12012,8742,5545,12776,2636,0.171035557
J83058,4006,3429,3392,3361,2412,2173,2846,1160,0.289565652
J83059,7894,6393,6306,6221,4498,3252,6320,1574,0.199391943
J83060,4689,4023,3973,3917,2674,2606,3171,1518,0.323736404
J83064,11089,8663,8529,8394,6398,3603,9762,1327,0.11966814
J83601,3965,3275,3230,3183,2398,1888,3079,886,0.223455233
J83603,4686,3901,3836,3783,2833,2288,3628,1058,0.225778916
J83609,2865,2370,2341,2317,1757,1334,2127,738,0.257591623
J83615,3664,3034,2991,2951,2221,1787,2818,846,0.230895197
J83618,3464,2868,2822,2776,2092,1668,2684,780,0.22517321
J83619,2729,2351,2322,2291,1696,1517,1949,780,0.285818981
J83625,8093,6673,6563,6458,4812,3172,7019,1074,0.132707278
J83629,1970,1724,1710,1691,1202,1189,1238,732,0.371573604
J83630,2401,2046,2029,2008,1440,1365,1623,778,0.324031653
J83633,9238,7763,7681,7604,5622,3592,7555,1683,0.182182291
J83645,4491,3692,3633,3589,2691,1669,3887,604,0.134491205
J83646,6709,5419,5348,5285,3867,1995,5887,822,0.122521985
J84003,4959,4281,4239,4198,3016,2817,3303,1656,0.333938294
J84004,8827,7267,7172,7066,5090,4013,6566,2261,0.256145916
J84005,9583,8311,8200,8127,5774,4877,6904,2679,0.27955755
J84007,7071,6207,6143,6079,4091,4418,4202,2869,0.405741762
J84008,5538,4655,4580,4506,3199,2655,4117,1421,0.256590827
J84010,13260,11493,11394,11290,7936,7235,9176,4084,0.307993967
J84011,23849,19546,19284,19039,13395,10048,18699,5150,0.215941968
J84012,13206,10942,10793,10676,7666,5792,10283,2923,0.221338785
J84013,13784,11838,11731,11608,8141,7169,9744,4040,0.293093442
J84015,15267,12734,12585,12416,8985,7078,11542,3725,0.243990306
J84016,6086,5383,5324,5260,3796,3793,3810,2276,0.373973053
J84017,9115,7721,7641,7556,5266,4451,6645,2470,0.270981898
J84018,3691,3255,3223,3188,2241,2086,2536,1155,0.312923327
J84019,10681,9529,9446,9374,6311,6722,6368,4313,0.403801142
J84020,16,13,13,13,10,10,11,5,0.3125
K81001,13702,11016,10877,10721,7882,4763,11709,1993,0.145453219
K81002,14040,11259,11098,10919,7991,4119,12201,1839,0.130982906
K81003,13387,10449,10307,10170,7737,4609,11267,2120,0.158362591
K81004,14895,11956,11799,11621,8341,5589,12078,2817,0.189123867
K81005,4418,3374,3313,3249,2424,1030,3994,424,0.095971028
K81006,19544,16076,15842,15633,11676,7909,15948,3596,0.183995088
K81007,5450,4664,4633,4603,3378,1336,4914,536,0.098348624
K81010,7577,6156,6042,5937,4333,3177,6174,1403,0.185165633
K81012,11787,9655,9511,9351,6952,5152,9253,2534,0.214982608
K81014,20628,16388,16177,15948,11918,7390,17084,3544,0.171805313
K81015,3435,2716,2683,2647,2076,1298,2831,604,0.175836972
K81017,13689,11291,11129,10993,7887,5981,10550,3139,0.229308204
K81018,10164,8303,8180,8068,5930,4127,8076,2088,0.205430933
K81019,3514,2714,2682,2644,1961,856,3149,365,0.103870233
K81020,19394,15785,15553,15345,11379,6902,15936,3458,0.178302568
K81021,10145,8361,8278,8174,6011,4100,8196,1949,0.192114342
K81022,22711,18431,18203,17961,12848,9146,17793,4918,0.216547048
K81024,20048,15217,14969,14740,11161,5457,17782,2266,0.113028731
K81025,16486,13282,13054,12851,9704,6865,13399,3087,0.187249788
K81026,6863,5576,5500,5427,4054,2024,6165,698,0.101704794
K81027,11133,9031,8875,8738,6414,4849,8729,2404,0.215934609
K81028,8995,7372,7217,7035,4959,4017,7120,1875,0.208449138
K81030,22826,18260,17791,17335,12604,7975,18911,3915,0.171514939
K81034,11878,9334,9211,9072,6673,2767,10876,1002,0.084357636
K81036,11181,9086,8972,8870,6487,3633,9502,1679,0.150165459
K81039,7419,5526,5420,5326,3895,2036,6633,786,0.105944197
K81040,14598,11760,11594,11448,8223,4435,12763,1835,0.125702151
K81041,12087,9797,9629,9476,6928,4613,9726,2361,0.19533383
K81042,7897,6467,6373,6294,4667,3589,6167,1730,0.219070533
K81043,15953,12300,12136,11969,8953,3851,14388,1565,0.098100671
K81045,15956,12523,12283,12056,8597,5198,13624,2332,0.146151918
K81046,6908,5711,5627,5575,4132,2570,5743,1165,0.168645049
K81047,27553,22027,21678,21339,16251,9801,23429,4124,0.149675171
K81048,6445,5070,4985,4907,3514,1807,5759,686,0.1064391
K81050,11182,8828,8638,8481,6414,4469,9243,1939,0.173403684
K81051,12662,9937,9795,9683,7071,4176,10715,1947,0.153767177
K81052,6550,5531,5468,5411,3951,2927,5130,1420,0.216793893
K81055,7199,5963,5898,5816,4181,3399,5446,1753,0.243506043
K81056,4548,3735,3689,3646,2679,1848,3640,908,0.199648197
K81057,7386,6151,6082,5997,4354,3355,5670,1716,0.232331438
K81059,9992,8068,7908,7752,5824,3926,8284,1708,0.170936749
K81060,11744,9363,9235,9134,6886,3859,10230,1514,0.128916894
K81062,27338,22189,21946,21682,15784,8417,23642,3696,0.13519643
K81063,21878,18009,17820,17615,12755,7979,17972,3906,0.178535515
K81066,12088,9829,9688,9525,7088,4742,9995,2093,0.173146923
K81068,10328,8754,8659,8581,6472,4135,8556,1772,0.171572424
K81069,14830,12184,12023,11861,8601,6284,11691,3139,0.211665543
K81070,13042,10424,10234,10072,7653,4875,10812,2230,0.170986045
K81073,18536,14937,14701,14499,10681,6950,15255,3281,0.177006905
K81074,16938,14975,14857,14748,6362,3664,15302,1636,0.096587555
K81075,26648,20130,19796,19516,14613,6689,24192,2456,0.092164515
K81076,10021,8373,8239,8111,5787,4785,7620,2401,0.239596847
K81077,10926,8828,8699,8582,6434,4137,9112,1814,0.166025993
K81078,14101,11309,11159,11001,7894,4647,11990,2111,0.149705695
K81080,7857,6352,6260,6178,4529,3269,6232,1625,0.206821942
K81081,2406,2009,1987,1966,1501,536,2208,198,0.082294264
K81082,11281,8523,8360,8215,6337,2998,10224,1057,0.093697367
K81083,13159,9808,9637,9440,6821,2968,11869,1290,0.098031765
K81084,7024,5794,5733,5673,4395,2677,5763,1261,0.179527335
K81085,6355,5072,5009,4932,3698,1850,5576,779,0.122580645
K81086,10694,8280,8128,7985,5762,2988,9436,1258,0.117636058
K81087,5605,4433,4377,4310,3187,1640,4977,628,0.112042819
K81089,3449,2783,2745,2707,1976,1004,3093,356,0.103218324
K81092,13810,10701,10519,10352,8115,4679,11779,2031,0.147067343
K81094,4184,3292,3246,3203,2396,1183,3686,498,0.119024857
K81097,6248,4938,4852,4767,3589,2248,5208,1040,0.166453265
K81100,5021,4124,4080,4042,3003,1277,4606,415,0.082652858
K81102,10478,8202,8000,7800,5867,3556,9160,1318,0.125787364
K81103,8115,6477,6219,6005,4445,3371,6555,1560,0.192236599
K81605,31350,27629,27468,27305,12645,3829,29836,1514,0.048293461
K81607,3633,2726,2670,2607,1775,782,3272,361,0.099366914
K81608,5510,4028,3941,3862,2895,1052,5136,374,0.067876588
K81610,20100,16033,15835,15637,11919,6426,17689,2411,0.119950249
K81613,5289,4235,4170,4099,2963,1419,4719,570,0.107770845
K81616,5008,3889,3830,3778,2796,1373,4431,577,0.115215655
K81622,2473,2061,2037,2017,1468,877,2036,437,0.176708451
K81630,14133,10810,10419,10050,7313,4456,12051,2082,0.147314795
K81633,9690,7362,7236,7128,5232,2342,8761,929,0.095872033
K81636,8459,6594,6498,6410,4887,1804,7863,596,0.070457501
K81638,3379,2493,2450,2401,1860,860,3045,334,0.098845812
K81644,16262,13594,13452,13309,7717,4580,14462,1800,0.110687492
K81645,6445,4830,4753,4680,3298,1214,6015,430,0.066718386
K81651,14063,11586,11472,11358,8553,3180,12890,1173,0.083410368
K81655,5347,4277,4211,4148,3210,1924,4530,817,0.15279596
K81656,5625,4425,4362,4316,3350,1555,5067,558,0.0992
K81657,5110,3961,3911,3857,2952,1021,4841,269,0.052641879
K82001,9730,8044,7920,7802,5482,4538,7310,2420,0.248715313
K82003,16116,12181,11957,11744,8702,4098,14444,1672,0.103747828
K82004,13346,10415,10228,10068,7450,4942,10888,2458,0.184175034
K82006,9403,7749,7647,7550,5500,3836,7655,1748,0.185898118
K82007,30455,24688,24165,23627,16317,11318,25271,5184,0.170218355
K82008,9842,8023,7905,7759,5486,4282,7695,2147,0.218146718
K82009,11174,9366,9220,9111,6763,5053,8496,2678,0.239663505
K82010,10888,8484,8352,8238,6135,3117,9518,1370,0.125826598
K82011,7900,6249,6136,6024,4436,3006,6447,1453,0.183924051
K82012,6873,5589,5493,5402,3914,3034,5241,1632,0.237450895
K82013,13404,11151,11014,10886,7900,5709,10447,2957,0.220605789
K82014,5738,4686,4604,4532,3282,2202,4790,948,0.16521436
K82015,10924,8701,8589,8475,6124,3884,9007,1917,0.17548517
K82016,22454,18273,18064,17860,13328,8877,17759,4695,0.209094148
K82017,12675,10016,9862,9697,6816,4034,10735,1940,0.153057199
K82018,15808,11891,11702,11527,8377,4274,14155,1653,0.104567308
K82019,15285,12045,11849,11670,8593,4449,13636,1649,0.107883546
K82020,6616,5618,5535,5458,3666,2550,5485,1131,0.170949214
K82021,14429,12156,11998,11852,8439,7115,10595,3834,0.26571488
K82022,10135,7673,7537,7389,5484,2948,8902,1233,0.121657622
K82023,27303,22134,21782,21481,15653,12163,21034,6269,0.229608468
K82024,10944,8914,8775,8661,6278,4107,8985,1959,0.179002193
K82025,10873,8975,8855,8743,6498,4234,8744,2129,0.195806125
K82026,14061,11177,11043,10896,7910,5073,11623,2438,0.173387384
K82027,6988,5576,5467,5378,3991,2232,6005,983,0.14066972
K82028,8618,7062,6974,6887,5020,3946,6443,2175,0.252378742
K82029,10782,8618,8515,8418,6237,3919,8916,1866,0.173066221
K82030,10300,8099,7892,7692,5328,3032,8925,1375,0.133495146
K82031,6408,5151,5061,4951,3566,2568,5201,1207,0.188358302
K82032,12359,9615,9456,9349,7110,3627,10849,1510,0.12217817
K82033,20951,16898,16672,16466,12296,7914,17288,3663,0.174836523
K82035,3571,2849,2806,2772,2025,1506,2826,745,0.208625035
K82036,9845,7883,7788,7681,5341,3355,8276,1569,0.159370239
K82037,12572,10345,10193,10060,7281,5255,10088,2484,0.197581928
K82038,20668,16588,16387,16205,11920,7366,17361,3307,0.160005806
K82039,14064,11264,11090,10923,7860,4183,12270,1794,0.127559727
K82040,14593,11399,11247,11096,8174,4028,12855,1738,0.119098198
K82042,4021,3368,3331,3282,2445,2028,3017,1004,0.249689132
K82043,9730,8125,8008,7904,5822,4613,7516,2214,0.227543679
K82044,10526,8189,8104,7991,5782,2628,9468,1058,0.100513015
K82045,6644,5447,5379,5317,3824,2999,5138,1506,0.22667068
K82046,17843,14295,14070,13878,10130,7412,14265,3578,0.200526817
K82047,21918,17791,17537,17300,12803,9532,17125,4793,0.218678712
K82048,6866,5607,5524,5456,4005,2872,5486,1380,0.200990387
K82049,12614,10554,10384,10223,7080,6160,9276,3338,0.264626605
K82050,6751,4672,4554,4441,3130,1455,6107,644,0.095393275
K82051,12012,9889,9721,9571,6821,5537,9215,2797,0.232850483
K82053,12956,10536,10391,10243,7145,4178,10980,1976,0.152516209
K82054,11063,8543,8388,8247,6190,3388,9574,1489,0.134592787
K82055,10280,8421,8347,8257,5984,4162,8312,1968,0.191439689
K82057,8457,6971,6872,6768,4943,3996,6446,2011,0.237791179
K82058,5553,4384,4315,4253,3124,1913,4652,901,0.162254637
