PRACTICE_CODE,Percent_male,Total,AgeAll,AgeMale,AgeFemale,16+,17+,18+,30_74,50+,0_64,65+,16perc,17perc,18perc,30_74perc,50perc,0_64perc,65perc,QOF
P92030,0.521043402,4562,40.96361245,40.64535128,41.30983982,3795,3755,3715,2744,1702,3787,775,0.831871986,0.823103902,0.814335818,0.601490574,0.373081982,0.830118369,0.169881631,Yes
P81066,0.492708615,7406,39.51728328,38.93916141,40.07878627,5890,5809,5729,4053,2749,6148,1258,0.795301107,0.784364029,0.773561977,0.547258979,0.371185525,0.830137726,0.169862274,Yes
F81725,0.504549697,8572,40.25384974,39.5932948,40.92653638,6953,6868,6776,4838,3155,7116,1456,0.811129258,0.801213252,0.790480635,0.564395707,0.368058796,0.830144657,0.169855343,Yes
M85801,0.561320755,1272,42.04009434,42.85994398,40.99103943,1087,1062,1049,741,519,1056,216,0.854559748,0.83490566,0.824685535,0.58254717,0.408018868,0.830188679,0.169811321,Yes
L83072,0.517272977,10913,40.47301384,40.24375554,40.71867882,9145,9044,8942,6264,3990,9060,1853,0.837991386,0.828736369,0.819389719,0.573994319,0.365618987,0.830202511,0.169797489,Yes
M86006,0.516988537,9683,40.77599917,40.04494606,41.55847766,8069,7961,7864,5560,3585,8039,1644,0.833316121,0.822162553,0.812144996,0.57420221,0.370236497,0.830217908,0.169782092,Yes
N81048,0.500106436,14093,39.74065139,39.29398411,40.18750887,11430,11274,11113,8010,5075,11701,2392,0.811040942,0.799971617,0.788547506,0.568367275,0.360107855,0.830270347,0.169729653,Yes
G82161,0.494592022,23114,39.81859479,39.15552834,40.46747132,18509,18227,17993,13350,8580,19191,3923,0.800770096,0.788569698,0.778445963,0.577572034,0.3712036,0.830276023,0.169723977,Yes
C82627,0.494140977,5547,39.60861727,39.06384531,40.14076978,4404,4331,4289,3183,1977,4606,941,0.793942672,0.780782405,0.773210745,0.573823688,0.35640887,0.830358752,0.169641248,Yes
N83054,0.480106744,4122,40.43110141,39.21475493,41.55436304,3334,3284,3230,2389,1564,3423,699,0.808830665,0.796700631,0.783600194,0.579573023,0.379427462,0.830422125,0.169577875,Yes
M83021,0.504282116,9925,39.47697733,39.12467532,39.83536585,7948,7833,7725,5595,3552,8242,1683,0.800806045,0.789219144,0.778337531,0.56372796,0.357884131,0.830428212,0.169571788,Yes
N81025,0.500590953,9307,40.1777157,39.44408671,40.9130809,7403,7279,7186,5400,3476,7729,1578,0.7954228,0.782099495,0.772107016,0.580208445,0.373482325,0.830450199,0.169549801,Yes
E82132,0.491818182,6600,40.01424242,39.37553913,40.63237925,5330,5269,5192,3733,2396,5481,1119,0.807575758,0.798333333,0.786666667,0.565606061,0.363030303,0.830454545,0.169545455,Yes
L84081,0.508400611,4583,40.01331006,39.68412017,40.35375055,3739,3697,3649,2520,1634,3806,777,0.815841152,0.806676849,0.79620336,0.549858172,0.356535021,0.830460397,0.169539603,Yes
F81177,0.495726496,3978,38.47134238,38.1653144,38.77218345,3134,3090,3049,2160,1346,3304,674,0.787833082,0.776772247,0.766465561,0.542986425,0.338360985,0.830568125,0.169431875,Yes
P91014,0.496189992,15748,40.2000254,39.53941643,40.8506428,12570,12418,12247,9326,5511,13080,2668,0.798196596,0.788544577,0.777686055,0.592202184,0.3499492,0.830581661,0.169418339,Yes
M83066,0.490677398,7455,40.08651911,39.43275014,40.71635502,6072,6004,5934,4291,2675,6192,1263,0.814486922,0.805365526,0.795975855,0.575586854,0.358819584,0.830583501,0.169416499,Yes
K83003,0.507183283,9188,40.20962125,39.76566524,40.66651943,7510,7430,7343,5281,3376,7632,1556,0.817370483,0.808663474,0.799194602,0.574771441,0.367435786,0.830648672,0.169351328,Yes
E82051,0.503994909,14143,39.86466803,39.25280584,40.48638632,11286,11144,11030,7984,5076,11748,2395,0.797991939,0.787951637,0.779891112,0.56451955,0.358905466,0.830658276,0.169341724,Yes
E82059,0.492183085,10618,40.02571106,39.22292384,40.80378338,8409,8268,8131,6111,3760,8820,1798,0.791957054,0.778677717,0.765775099,0.575532115,0.354115653,0.830664909,0.169335091,Yes
B83045,0.486901143,13818,39.42907801,38.50163496,40.30916784,10937,10757,10586,7582,5016,11479,2339,0.791503836,0.778477348,0.766102186,0.548704588,0.363004776,0.830728036,0.169271964,Yes
M84629,0.482051282,6825,40.36102564,39.77264438,40.90862801,5492,5424,5367,3805,2460,5670,1155,0.804688645,0.794725275,0.786373626,0.557509158,0.36043956,0.830769231,0.169230769,Yes
A83030,0.500259895,13467,40.13366006,39.37598338,40.89212481,11021,10883,10718,7705,4884,11188,2279,0.818370832,0.808123561,0.795871389,0.572139303,0.36266429,0.830771516,0.169228484,Yes
M86010,0.502079002,10582,38.88584389,38.27856202,39.498197,8535,8415,8270,5680,3526,8792,1790,0.806558307,0.795218295,0.781515782,0.536760537,0.333207333,0.830844831,0.169155169,Yes
G81663,0.505647263,5755,41.70390964,40.99656357,42.42741652,4850,4777,4711,3502,2304,4782,973,0.842745439,0.830060817,0.818592528,0.608514335,0.400347524,0.830929626,0.169070374,Yes
C84709,0.477713274,10163,39.92305422,39.22945417,40.55746044,8169,8069,7958,5779,3821,8445,1718,0.803798091,0.793958477,0.783036505,0.56863131,0.375971662,0.830955427,0.169044573,Yes
M88031,0.500250376,3994,39.24812218,38.44844845,40.04859719,3185,3131,3089,2100,1459,3319,675,0.797446169,0.783925889,0.773410115,0.525788683,0.365297947,0.830996495,0.169003505,Yes
C85028,0.550384094,4426,41.95707185,42.11412151,41.76482412,3770,3723,3672,2606,1843,3678,748,0.851784907,0.841165838,0.829643019,0.588793493,0.416403073,0.830998644,0.169001356,Yes
B81026,0.513356619,20327,39.73153933,39.2877815,40.19965629,16531,16309,16086,11446,7250,16892,3435,0.813253308,0.802331874,0.791361244,0.563093423,0.356668471,0.831012938,0.168987062,Yes
A85005,0.529122723,16688,40.66335091,39.81279728,41.61911428,13962,13812,13661,9699,5992,13868,2820,0.836649089,0.827660594,0.818612176,0.581196069,0.359060403,0.831016299,0.168983701,Yes
A86005,0.499511719,6144,39.85058594,38.72596937,40.97300813,5034,4977,4931,3490,2181,5106,1038,0.819335938,0.810058594,0.802571615,0.568033854,0.354980469,0.831054688,0.168945313,Yes
M81020,0.502675965,12332,39.45507622,38.8331989,40.08364585,9905,9783,9647,6878,4275,10249,2083,0.80319494,0.793301979,0.782273759,0.557735971,0.346659098,0.831089848,0.168910152,Yes
F82666,0.477866552,4631,39.99330598,38.71802982,41.16046319,3776,3728,3669,2693,1719,3849,782,0.815374649,0.805009717,0.792269488,0.581515871,0.371194127,0.831137983,0.168862017,Yes
N81054,0.493535197,9049,39.48458393,38.33587103,40.6039712,7319,7203,7088,5232,3280,7521,1528,0.808818654,0.795999558,0.783290971,0.578185435,0.362470991,0.831141563,0.168858437,Yes
L85025,0.50850913,11282,39.01790463,38.5084539,39.54499549,9009,8914,8812,6153,3907,9377,1905,0.79852863,0.790108137,0.781067187,0.545382024,0.346303847,0.83114696,0.16885304,Yes
H83016,0.495614842,16305,39.95056731,38.92265809,40.96060311,13199,13004,12830,9389,5758,13552,2753,0.809506286,0.797546765,0.786875192,0.575835633,0.353143208,0.831156087,0.168843913,Yes
N82053,0.487978142,16470,40.53090468,39.27597362,41.7269062,13401,13218,13063,9457,6247,13690,2780,0.813661202,0.802550091,0.793139041,0.574195507,0.379295689,0.831208257,0.168791743,Yes
H81019,0.511981247,11518,40.72773051,40.2233339,41.25689379,9367,9240,9113,6695,4282,9574,1944,0.813248828,0.802222608,0.791196388,0.581264108,0.371765932,0.831220698,0.168779302,Yes
P85019,0.495204882,4588,40.67632956,39.32834507,41.99870466,3749,3699,3645,2637,1771,3814,774,0.817131648,0.806233653,0.794463819,0.574760244,0.386006975,0.831299041,0.168700959,Yes
M86617,0.521346755,2881,39.60569247,39.43475366,39.79187817,2326,2287,2263,1644,998,2395,486,0.807358556,0.79382159,0.785491149,0.570635196,0.346407497,0.831308573,0.168691427,Yes
F85020,0.49827682,8995,40.64880489,40.04573851,41.24772878,7355,7258,7162,5329,3329,7478,1517,0.817676487,0.806892718,0.796220122,0.592440245,0.370094497,0.83135075,0.16864925,Yes
F81158,0.48033782,3789,39.30826075,38.1956044,40.33671915,3014,2975,2942,2113,1380,3150,639,0.795460544,0.78516759,0.776458168,0.557666931,0.364212193,0.831353919,0.168646081,Yes
K81046,0.50477707,6908,41.2514476,40.59420705,41.92136802,5711,5627,5575,4132,2570,5743,1165,0.82672264,0.814562826,0.807035321,0.598147076,0.372032426,0.831354951,0.168645049,Yes
F81105,0.485273062,19556,39.88714461,39.42370917,40.3240612,15475,15172,14855,10996,7320,16258,3298,0.791317243,0.775823277,0.759613418,0.562282675,0.374309675,0.831356106,0.168643894,Yes
D83051,0.489712634,17643,39.5833475,38.97268519,40.16938798,14033,13816,13609,9854,6317,14668,2975,0.795386272,0.783086777,0.771354078,0.558521793,0.358045684,0.831377884,0.168622116,Yes
C81106,0.493653251,6460,41.02306502,40.37880213,41.65117701,5308,5230,5161,3901,2570,5371,1089,0.821671827,0.809597523,0.798916409,0.603869969,0.397832817,0.831424149,0.168575851,Yes
C83009,0.489765617,9429,38.9477145,37.86487657,39.98711287,7495,7381,7296,5034,3283,7840,1589,0.794888111,0.782797752,0.77378301,0.533884823,0.348181143,0.831477357,0.168522643,Yes
H82089,0.484786035,8249,41.03224633,40.03350838,41.972,6748,6648,6552,4911,3279,6859,1390,0.81803855,0.805915869,0.794278094,0.59534489,0.397502728,0.831494727,0.168505273,Yes
H85008,0.490990246,6049,40.17192924,38.9040404,41.39493342,5015,4953,4879,3299,2108,5030,1019,0.829062655,0.818813027,0.8065796,0.545379402,0.348487353,0.831542404,0.168457596,Yes
B85030,0.499259625,8104,39.69434847,38.73628275,40.64958107,6455,6355,6261,4534,2876,6739,1365,0.796520237,0.784180652,0.772581441,0.559476802,0.354886476,0.831564659,0.168435341,Yes
C84020,0.504485646,6688,40.69542464,39.88352104,41.52202776,5605,5550,5505,3868,2485,5562,1126,0.838068182,0.829844498,0.823116029,0.578349282,0.371561005,0.831638756,0.168361244,Yes
P92038,0.505359395,3172,39.30737705,39.10917031,39.5098789,2514,2477,2441,1879,1091,2638,534,0.792559899,0.780895334,0.769546028,0.592370744,0.343947037,0.831651955,0.168348045,Yes
B86030,0.4910615,11691,39.34573604,38.8418394,39.83193277,10436,10374,10290,5787,3638,9723,1968,0.892652468,0.887349243,0.880164229,0.494996151,0.31117954,0.831665384,0.168334616,Yes
M88015,0.480216174,10362,39.8163482,39.09666399,40.48124768,8400,8287,8162,5800,3784,8619,1743,0.810654314,0.799749083,0.787685775,0.559737502,0.365180467,0.83178923,0.16821077,Yes
M85008,0.505060241,2075,38.84481928,37.89885496,39.81012658,1605,1574,1551,1122,751,1726,349,0.773493976,0.758554217,0.74746988,0.540722892,0.361927711,0.831807229,0.168192771,Yes
M88623,0.505742412,2438,39.67760459,39.23600973,40.12946058,1967,1946,1924,1379,858,2028,410,0.80680886,0.798195242,0.789171452,0.565627564,0.35192781,0.831829368,0.168170632,Yes
C85623,0.493153975,4163,40.66754744,40.50219191,40.82843602,3318,3277,3241,2548,1609,3463,700,0.797021379,0.787172712,0.778525102,0.612058612,0.38650012,0.83185203,0.16814797,Yes
H84031,0.478899083,5995,39.35129274,38.34900731,40.27240717,4643,4578,4500,3324,2084,4987,1008,0.774478732,0.763636364,0.750625521,0.554462052,0.347623019,0.831859883,0.168140117,Yes
F86023,0.491649607,9281,40.64906799,39.34166119,41.91352268,7620,7542,7465,5596,3185,7721,1560,0.821032216,0.81262795,0.80433143,0.602952268,0.343174227,0.831914664,0.168085336,Yes
N82108,0.471246217,7599,38.87603632,37.68751745,39.93529119,6131,6077,6017,4119,2552,6322,1277,0.806816686,0.799710488,0.791814712,0.542045006,0.335833662,0.831951573,0.168048427,Yes
M88013,0.494853356,14184,39.10751551,38.20131073,39.99525471,11169,11010,10855,7677,5014,11802,2382,0.787436548,0.776226734,0.765298928,0.541243655,0.353496898,0.832064298,0.167935702,Yes
M91612,0.493236556,3031,38.50412405,37.8180602,39.171875,2372,2331,2303,1598,1081,2522,509,0.782580007,0.769053118,0.759815242,0.52721874,0.356647971,0.832068624,0.167931376,Yes
L85051,0.522515528,6440,39.76847826,38.99405646,40.61593496,5194,5117,5050,3621,2341,5359,1081,0.806521739,0.794565217,0.784161491,0.562267081,0.363509317,0.832142857,0.167857143,Yes
F81749,0.495859289,13645,39.60102602,38.97177062,40.21994476,10871,10747,10615,7768,4901,11355,2290,0.796702089,0.787614511,0.777940638,0.569292781,0.359179187,0.832172957,0.167827043,Yes
D81078,0.520873124,3665,40.69549795,39.74122577,41.73291572,3021,2994,2967,2265,1348,3050,615,0.824283765,0.81691678,0.809549795,0.618008186,0.367803547,0.832196453,0.167803547,Yes
B81048,0.494547502,58597,39.60463846,38.63632285,40.55206293,47402,46753,46120,32448,21100,48765,9832,0.808949264,0.797873611,0.78707101,0.553748485,0.360086694,0.83220984,0.16779016,Yes
C81007,0.50095219,9977,39.54946377,39.10984394,39.9907612,8266,8160,8062,5470,3313,8303,1674,0.828505563,0.817881127,0.808058535,0.548261,0.332063747,0.832214092,0.167785908,Yes
E86011,0.488733993,6169,39.65002432,38.91409619,40.35351934,4887,4820,4759,3419,2187,5134,1035,0.79218674,0.781325985,0.771437834,0.554222727,0.354514508,0.832225644,0.167774356,Yes
E86618,0.513063806,7272,39.83539604,39.96274457,39.70121435,5833,5758,5703,4208,2500,6052,1220,0.802117712,0.79180418,0.784240924,0.578657866,0.343784378,0.832233223,0.167766777,Yes
A81042,0.503174379,14176,39.51121614,38.86877891,40.16186284,11295,11127,10951,7813,5363,11799,2377,0.796769187,0.784918172,0.772502822,0.551142777,0.378315463,0.832322235,0.167677765,Yes
A81610,0.487146694,7819,39.81110116,39.13546863,40.45286783,6236,6156,6060,4367,2968,6508,1311,0.797544443,0.787312956,0.775035171,0.558511319,0.379588183,0.8323315,0.1676685,Yes
B87041,0.530445969,2332,41.21569468,40.17623282,42.38995434,1941,1922,1894,1388,913,1941,391,0.832332762,0.824185249,0.812178388,0.595197256,0.391509434,0.832332762,0.167667238,Yes
M85134,0.520458265,3055,39.05368249,39.29245283,38.79453925,2395,2357,2313,1724,1098,2543,512,0.78396072,0.771522095,0.757119476,0.564320786,0.359410802,0.832405892,0.167594108,Yes
B81008,0.502395485,30474,39.54876288,38.77413455,40.33084938,24400,24065,23769,16987,11117,25367,5107,0.800682549,0.789689571,0.779976373,0.557426002,0.364802783,0.832414517,0.167585483,Yes
C87010,0.523253251,4537,38.47322019,38.43049705,38.52011096,3560,3513,3454,2405,1572,3777,760,0.784659467,0.774300198,0.761296011,0.53008596,0.346484461,0.832488428,0.167511572,Yes
G82017,0.506034409,11683,39.47325173,38.95246955,40.00675793,9531,9423,9301,6595,3972,9726,1957,0.815800736,0.806556535,0.796114012,0.564495421,0.339981169,0.832491655,0.167508345,Yes
H85113,0.48940068,3821,40.56477362,39.20481283,41.86827268,3106,3061,3016,2214,1489,3181,640,0.81287621,0.801099189,0.789322167,0.579429469,0.389688563,0.83250458,0.16749542,Yes
M85693,0.525803311,2054,40.57400195,40.73425926,40.3963039,1736,1710,1687,1184,740,1710,344,0.845180136,0.832521908,0.821324245,0.576436222,0.360272639,0.832521908,0.167478092,Yes
N85643,0.5,4168,39.05206334,37.90738964,40.19673704,3300,3249,3190,2320,1452,3470,698,0.791746641,0.779510557,0.765355086,0.556621881,0.348368522,0.832533589,0.167466411,Yes
P81180,0.513632366,3411,39.29991205,39.47089041,39.11934901,2733,2692,2649,1969,1190,2840,571,0.80123131,0.789211375,0.776605101,0.577250073,0.348871299,0.83260041,0.16739959,Yes
M85097,0.519626168,2140,39.09626168,39.08723022,39.10603113,1714,1693,1675,1175,744,1782,358,0.800934579,0.791121495,0.78271028,0.549065421,0.347663551,0.83271028,0.16728972,Yes
P81147,0.519804287,4292,38.45479963,38.29717615,38.62542455,3397,3336,3279,2298,1465,3574,718,0.791472507,0.777260019,0.763979497,0.535414725,0.341332712,0.832712022,0.167287978,Yes
K83614,0.488653001,5464,39.61584919,38.17827715,40.98962062,4319,4252,4205,3083,2034,4550,914,0.790446559,0.77818448,0.769582723,0.564238653,0.372254758,0.83272328,0.16727672,Yes
G83680,0.480375116,24739,39.4515138,38.17039717,40.63586153,19757,19482,19230,14085,8560,20601,4138,0.798617567,0.787501516,0.77731517,0.569343951,0.346012369,0.83273374,0.16726626,Yes
E84004,0.486653683,8729,39.85805934,38.8606403,40.80361526,7127,7001,6891,4890,3165,7269,1460,0.816473823,0.80203918,0.789437507,0.560201627,0.362584488,0.832741437,0.167258563,Yes
M83007,0.508043802,7397,40.24536974,40.2112826,40.28057159,6026,5950,5858,4262,2732,6160,1237,0.81465459,0.804380154,0.791942679,0.576179532,0.369338921,0.832770042,0.167229958,Yes
H81007,0.504558732,11297,41.17792334,40.61508772,41.75111667,9100,8969,8798,6666,4403,9408,1889,0.80552359,0.793927591,0.778790829,0.59006816,0.389749491,0.832787466,0.167212534,Yes
P86007,0.502865786,12562,39.34747652,38.44530632,40.26004804,10090,9940,9807,6920,4581,10462,2100,0.803216048,0.791275275,0.780687789,0.550867696,0.364671231,0.832829167,0.167170833,Yes
E81022,0.496377347,13526,40.02535857,39.76899017,40.27803876,10642,10503,10388,8087,5035,11265,2261,0.786781014,0.77650451,0.768002366,0.597885554,0.372246045,0.832840455,0.167159545,Yes
M92039,0.499335008,6767,39.74286981,39.27049423,40.21399055,5424,5351,5281,3776,2505,5636,1131,0.80153687,0.790749224,0.780404906,0.558002069,0.370178809,0.832865376,0.167134624,Yes
H84017,0.501938263,13930,40.11134243,39.10440503,41.12611704,11294,11127,10967,7765,5011,11602,2328,0.810768126,0.798779612,0.787293611,0.557430007,0.359727207,0.832878679,0.167121321,Yes
P87020,0.48855647,6685,39.87359761,38.90722596,40.79672419,5452,5382,5323,3751,2464,5568,1117,0.815557218,0.805086013,0.796260284,0.561106956,0.368586387,0.832909499,0.167090501,Yes
D82073,0.507250817,9792,39.96823938,39.54701027,40.40186528,7949,7836,7752,5629,3376,8157,1635,0.811785131,0.800245098,0.791666667,0.574857026,0.344771242,0.833026961,0.166973039,Yes
C85622,0.484446478,2186,40.23010064,38.40226629,41.94764862,1749,1721,1694,1200,855,1821,365,0.800091491,0.787282708,0.774931382,0.54894785,0.391125343,0.833028362,0.166971638,Yes
F81053,0.49223039,10747,39.77342514,38.95614367,40.56569544,8547,8427,8308,6182,3863,8953,1794,0.795291709,0.784125803,0.773052945,0.575230297,0.359449149,0.833069694,0.166930306,Yes
G82211,0.492603744,7639,38.71540778,37.88944991,39.51728586,5981,5891,5807,4113,2738,6364,1275,0.782955884,0.771174237,0.760178034,0.538421259,0.358423877,0.833093337,0.166906663,Yes
N81068,0.510804533,14207,39.97803899,39.37894447,40.60359712,11654,11507,11342,8018,5261,11836,2371,0.820299852,0.80995284,0.798338847,0.564369677,0.37031041,0.833110439,0.166889561,Yes
F81635,0.517693316,2289,39.68501529,38.53333333,40.92119565,1848,1824,1805,1348,816,1907,382,0.80733945,0.796854522,0.788553954,0.588903451,0.356487549,0.833114897,0.166885103,Yes
M86018,0.49587558,11638,39.64736209,39.12042973,40.1656724,9288,9137,9003,6492,4122,9696,1942,0.798075271,0.785100533,0.773586527,0.557827805,0.354184568,0.833132841,0.166867159,Yes
E83003,0.48069139,9141,39.9054808,38.78720983,40.94059406,7307,7200,7107,5258,3328,7616,1525,0.799365496,0.787659993,0.777486052,0.57521059,0.364073953,0.833169238,0.166830762,Yes
P91631,0.50864849,3411,39.56992084,39.48587896,39.65692124,2651,2617,2587,1954,1175,2842,569,0.777191439,0.767223688,0.758428613,0.572852536,0.344473761,0.833186749,0.166813251,Yes
E87021,0.502706883,3879,42.4186646,41.83128205,43.01244168,3351,3316,3278,2462,1558,3232,647,0.863882444,0.8548595,0.845063161,0.634699665,0.40164991,0.833204434,0.166795566,Yes
H81082,0.498577734,10195,40.62491417,40.15660043,41.09057121,8438,8331,8216,5883,3794,8495,1700,0.827660618,0.817165277,0.805885238,0.577047572,0.372143207,0.833251594,0.166748406,Yes
F85045,0.492995933,4426,41.01649345,40.35976169,41.65508021,3545,3466,3392,2607,1731,3688,738,0.800948938,0.783099864,0.766380479,0.589019431,0.391098057,0.833258021,0.166741979,Yes
L83666,0.493566931,3653,38.64275938,37.80366057,39.46054054,2864,2823,2785,1947,1291,3044,609,0.78401314,0.772789488,0.762387079,0.532986586,0.353408158,0.833287709,0.166712291,Yes
